-141.3,-85.491,-10,-41.3,141.3,-85.491,10,-41.3,-4.13
-141.5,-86.32,-10,-41.5,141.5,-86.32,10,-41.5,-4.15
-141.7,-87.153,-10,-41.7,141.7,-87.153,10,-41.7,-4.17
-141.9,-87.99,-10,-41.9,141.9,-87.99,10,-41.9,-4.19
-142.1,-88.831,-10,-42.1,142.1,-88.831,10,-42.1,-4.21
-142.3,-89.676,-10,-42.3,142.3,-89.676,10,-42.3,-4.23
-142.5,-90.525,-10,-42.5,142.5,-90.525,10,-42.5,-4.25
-142.7,-91.378,-10,-42.7,142.7,-91.378,10,-42.7,-4.27
-142.9,-92.235,-10,-42.9,142.9,-92.235,10,-42.9,-4.29
-143.1,-93.096,-10,-43.1,143.1,-93.096,10,-43.1,-4.31
-143.3,-93.961,-10,-43.3,143.3,-93.961,10,-43.3,-4.33
-143.5,-94.83,-10,-43.5,143.5,-94.83,10,-43.5,-4.35
-143.7,-95.703,-10,-43.7,143.7,-95.703,10,-43.7,-4.37
-143.9,-96.58,-10,-43.9,143.9,-96.58,10,-43.9,-4.39
-144.1,-97.461,-10,-44.1,144.1,-97.461,10,-44.1,-4.41
-144.3,-98.346,-10,-44.3,144.3,-98.346,10,-44.3,-4.43
-144.5,-99.235,-10,-44.5,144.5,-99.235,10,-44.5,-4.45
-144.7,-100.128,-10,-44.7,144.7,-100.128,10,-44.7,-4.47
-144.9,-101.025,-10,-44.9,144.9,-101.025,10,-44.9,-4.49
-145.1,-101.926,-10,-45.1,145.1,-101.926,10,-45.1,-4.51
-145.3,-102.831,-10,-45.3,145.3,-102.831,10,-45.3,-4.53
-145.5,-103.74,-10,-45.5,145.5,-103.74,10,-45.5,-4.55
-145.7,-104.653,-10,-45.7,145.7,-104.653,10,-45.7,-4.57
-145.9,-105.57,-10,-45.9,145.9,-105.57,10,-45.9,-4.59
-146.1,-106.491,-10,-46.1,146.1,-106.491,10,-46.1,-4.61
-146.3,-107.416,-10,-46.3,146.3,-107.416,10,-46.3,-4.63
-146.5,-108.345,-10,-46.5,146.5,-108.345,10,-46.5,-4.65
-146.7,-109.278,-10,-46.7,146.7,-109.278,10,-46.7,-4.67
-146.9,-110.215,-10,-46.9,146.9,-110.215,10,-46.9,-4.69
-147.1,-111.156,-10,-47.1,147.1,-111.156,10,-47.1,-4.71
-147.3,-112.101,-10,-47.3,147.3,-112.101,10,-47.3,-4.73
-147.5,-113.05,-10,-47.5,147.5,-113.05,10,-47.5,-4.75
-147.7,-114.003,-10,-47.7,147.7,-114.003,10,-47.7,-4.77
-147.9,-114.96,-10,-47.9,147.9,-114.96,10,-47.9,-4.79
-148.1,-115.921,-10,-48.1,148.1,-115.921,10,-48.1,-4.81
-148.3,-116.886,-10,-48.3,148.3,-116.886,10,-48.3,-4.83
-148.5,-117.855,-10,-48.5,148.5,-117.855,10,-48.5,-4.85
-148.7,-118.828,-10,-48.7,148.7,-118.828,10,-48.7,-4.87
-148.9,-119.805,-10,-48.9,148.9,-119.805,10,-48.9,-4.89
-149.1,-120.786,-10,-49.1,149.1,-120.786,10,-49.1,-4.91
-149.3,-121.771,-10,-49.3,149.3,-121.771,10,-49.3,-4.93
-149.6,-123.256,-10,-49.6,149.6,-123.256,10,-49.6,-4.96
-149.7,-123.753,-10,-49.7,149.7,-123.753,10,-49.7,-4.97
-149.9,-124.75,-10,-49.9,149.9,-124.75,10,-49.9,-4.99
